"","CUBHE","GC","GCdiv","ConsistencyHE","CUB","CPB","FilteredSequences","nHE","dCUB","d","LowerCI","UpperCI","Sample","sample_ID","sample_total_read_count","names","lakesite","limnion","replicate","fraction","date","month","year","nuc_acid_type","project","season","names_nofracrep","avg_read_length"
"12",0.610665610813573,0.695942221956764,0.195942221956764,0.47792136232925,0.543364375834215,-0.360652621967186,311,32,-0.123860227082484,2.37519897462565,2.02168546235758,2.80103530552505,"91614_DAStool_bin26","91614",160924760,"MDPE1F714","MDP","Top",1,"Free","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MDPE714",119
"13",0.567228559262185,0.700556677541298,0.200556677541298,0.477139275141468,0.550715380703617,-0.367546257223228,247,31,-0.0299849598125805,3.35796513380266,2.80494834695698,4.03894832932108,"91614_DAStool_bin3","91614",160924760,"MDPE1F714","MDP","Top",1,"Free","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MDPE714",119
"14",0.62084637713708,0.440856363016035,0.0591436369839645,0.545150825397898,0.537707506865927,-0.499368110373593,98,37,-0.154617276511045,6.82458439331759,5.70598239331176,8.20051997568961,"91614_DAStool_bin35","91614",160924760,"MDPE1F714","MDP","Top",1,"Free","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MDPE714",119
"15",0.630316471725725,0.612545101304468,0.112545101304468,0.495177801223666,0.549719122042462,-0.287863701620086,167,44,-0.146615510451603,2.66522414850668,2.33543965419464,3.04923423577783,"91614_DAStool_bin44","91614",160924760,"MDPE1F714","MDP","Top",1,"Free","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MDPE714",119
"16",0.632272654592358,0.61145220500553,0.11145220500553,0.520591439449228,0.55516060135878,-0.343610807020331,211,41,-0.13890044258336,3.99007705703127,3.51491906761162,4.53996651440883,"91614_DAStool_bin57","91614",160924760,"MDPE1F714","MDP","Top",1,"Free","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MDPE714",119
"17",0.619675133824822,0.648304375481236,0.148304375481236,0.444734596428718,0.561773621443832,-0.339947255528054,114,42,-0.103069119251586,1.33882602978362,1.07416937377602,1.68054716386168,"91614_DAStool_bin63","91614",160924760,"MDPE1F714","MDP","Top",1,"Free","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MDPE714",119
"18",0.638379972564787,0.611681182065574,0.111681182065574,0.513760850782433,0.549157485825392,-0.360477361211844,200,37,-0.162471584276579,3.37579450881891,2.99257384763501,3.81605240305432,"91615_DAStool_bin11","91615",163403860,"MDPE1P714","MDP","Top",1,"Particle","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MDPE714",117
"19",0.668479659929903,0.605556485024457,0.105556485024457,0.522986357053928,0.554820600032875,-0.380985848048508,97,40,-0.204857317645186,3.05110477729795,2.71854570770151,3.43090875044027,"91615_DAStool_bin120","91615",163403860,"MDPE1P714","MDP","Top",1,"Particle","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MDPE714",117
"20",0.591706156301623,0.37886002421016,0.12113997578984,0.536236180197272,0.525720505734682,-0.46071104468592,96,43,-0.12551469810889,7.61880373192332,6.36111091279679,9.16837004027602,"91615_DAStool_bin132","91615",163403860,"MDPE1P714","MDP","Top",1,"Particle","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MDPE714",117
"21",0.711261664345957,0.381852516946279,0.118147483053721,0.520640216927121,0.555850739362063,-0.439682805678718,101,34,-0.27959110958862,2.07578772612879,1.85638390729566,2.32528835375168,"91615_DAStool_bin15","91615",163403860,"MDPE1P714","MDP","Top",1,"Particle","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MDPE714",117
"22",0.710228978157712,0.43973366476613,0.06026633523387,0.529647121700788,0.541091869857909,-0.366980811952134,139,27,-0.312584826573385,2.41028557233194,2.14525236767895,2.71335091316369,"91615_DAStool_bin17","91615",163403860,"MDPE1P714","MDP","Top",1,"Particle","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MDPE714",117
"23",0.597576464101904,0.471490675376494,0.0285093246235062,0.536281794152052,0.541640979250816,-0.377031167998577,88,39,-0.10327040787877,7.21283375828903,6.05200485809296,8.63479064357386,"91615_DAStool_bin18","91615",163403860,"MDPE1P714","MDP","Top",1,"Particle","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MDPE714",117
"24",0.547502373934845,0.699224940019501,0.199224940019501,0.411439544883029,0.5264102501574,-0.370631155625277,256,30,-0.0400678439888641,1.40974537836005,1.04321670662961,1.93073830079325,"91615_DAStool_bin24","91615",163403860,"MDPE1P714","MDP","Top",1,"Particle","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MDPE714",117
"25",0.579534970568241,0.369477959957817,0.130522040042183,0.529588769989225,0.53340721528269,-0.39352230596638,65,34,-0.0864775615401148,7.55697536222908,6.32949062409691,9.06372080180456,"91615_DAStool_bin27","91615",163403860,"MDPE1P714","MDP","Top",1,"Particle","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MDPE714",117
"26",0.516695228477602,0.716245893311382,0.216245893311382,0.394223297586854,0.50983060009373,-0.219604461686431,331,46,-0.0134645279875509,1.37912921007345,0.978893393151105,1.97724363236411,"91615_DAStool_bin68","91615",163403860,"MDPE1P714","MDP","Top",1,"Particle","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MDPE714",117
"27",0.697621406013387,0.359400999779639,0.140599000220361,0.502780246463283,0.54357135038447,-0.412620459900017,143,28,-0.283403559661406,1.7564580723684,1.56032143084644,1.98124074119274,"91615_DAStool_bin77","91615",163403860,"MDPE1P714","MDP","Top",1,"Particle","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MDPE714",117
"28",0.674492820438479,0.541861574535297,0.0418615745352975,0.57514984627449,0.547489798652838,-0.369695640942162,403,23,-0.231973311828178,7.16288216567979,5.64093897865566,9.17172734399597,"91615_DAStool_bin9","91615",163403860,"MDPE1P714","MDP","Top",1,"Particle","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MDPE714",117
"29",0.661950984825372,0.658179051958984,0.158179051958984,0.397203482987373,0.614575657144603,-0.263228432151026,479,36,-0.0770862417507408,0.522181662359314,0.385073843221606,0.717883750571159,"91615_DAStool_bin98","91615",163403860,"MDPE1P714","MDP","Top",1,"Particle","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MDPE714",117
"30",0.579057953824266,0.607525601472646,0.107525601472646,0.523367022602184,0.554512626525038,-0.325907113299239,206,31,-0.0442646860055214,6.76692949195574,5.72592013240964,8.0295884032354,"91616_DAStool_bin103","91616",108567430,"MOTE2F714","MOT","Top",2,"Free","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MOTE714",119
"31",0.656894369914271,0.6742785250477,0.1742785250477,0.509313248488804,0.562322903734494,-0.281092090810157,353,38,-0.168180000408502,2.68997150838135,2.39693220499061,3.02461580740428,"91616_DAStool_bin107","91616",108567430,"MOTE2F714","MOT","Top",2,"Free","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MOTE714",119
"32",0.546176199605376,0.711953452992203,0.211953452992203,0.38081863593128,0.518863427843598,-0.188058546699117,472,35,-0.0526396163153951,0.92027932495,0.645086223197395,1.33778481033312,"91616_DAStool_bin110","91616",108567430,"MOTE2F714","MOT","Top",2,"Free","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MOTE714",119
"33",0.666350382836438,0.512333862970053,0.0123338629700526,0.527519106965184,0.560301011758442,-0.386907527579846,176,38,-0.189272139175997,3.34718367267875,2.96800421899585,3.7826636028188,"91616_DAStool_bin120","91616",108567430,"MOTE2F714","MOT","Top",2,"Free","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MOTE714",119
"34",0.591074977968052,0.501064861614531,0.00106486161453123,0.516345078864387,0.549152547490482,-0.452851452867847,181,37,-0.0763402276273631,5.33882191090745,4.599619075202,6.21673682076606,"91616_DAStool_bin125","91616",108567430,"MOTE2F714","MOT","Top",2,"Free","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MOTE714",119
"35",0.671519451819187,0.58384270112514,0.0838427011251398,0.52523213939566,0.550547758287466,-0.363935765232148,149,36,-0.219729699577772,3.08604556695035,2.74657651432068,3.47424956301931,"91616_DAStool_bin127","91616",108567430,"MOTE2F714","MOT","Top",2,"Free","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MOTE714",119
"36",0.709055262330754,0.659431051040872,0.159431051040872,0.598341186205615,0.555187204406501,-0.437398170590976,310,39,-0.277146261122388,7.94331564522438,5.85183818194462,10.9321625863167,"91616_DAStool_bin15","91616",108567430,"MOTE2F714","MOT","Top",2,"Free","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MOTE714",119
"37",0.649913076804357,0.610237314870482,0.110237314870482,0.516211107962419,0.559830825802958,-0.344543438199477,200,38,-0.160909772826809,3.18934910508367,2.83710166828203,3.59239926160725,"91616_DAStool_bin167","91616",108567430,"MOTE2F714","MOT","Top",2,"Free","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MOTE714",119
"38",0.613298413899738,0.402057130079937,0.0979428699200626,0.463499524066694,0.540581464535748,-0.455999930278132,152,4,-0.134516172185889,1.85930602461799,1.54441512849558,2.24962154675549,"91616_DAStool_bin168","91616",108567430,"MOTE2F714","MOT","Top",2,"Free","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MOTE714",119
"39",0.687947325230722,0.604015798120495,0.104015798120495,0.512239542021854,0.552134892506242,-0.386982097924659,71,40,-0.245976906309984,2.19183790036554,1.96106746112163,2.45412471188996,"91616_DAStool_bin175","91616",108567430,"MOTE2F714","MOT","Top",2,"Free","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MOTE714",119
"40",0.666745739086391,0.450206025749507,0.0497939742504925,0.507457631141419,0.556407196421158,-0.374976024688425,66,47,-0.198305383853654,2.41014781472964,2.14919506893127,2.70789193520041,"91616_DAStool_bin179","91616",108567430,"MOTE2F714","MOT","Top",2,"Free","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MOTE714",119
"41",0.552096224604125,0.644635239562714,0.144635239562714,0.490143021471811,0.530526054542274,-0.403046265969995,45,47,-0.0406580786695972,4.77775649614459,4.0041121998251,5.72673987825379,"91616_DAStool_bin192","91616",108567430,"MOTE2F714","MOT","Top",2,"Free","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MOTE714",119
"42",0.665501555752999,0.439443804611025,0.0605561953889752,0.553376448947461,0.592128374401191,-0.348359215664886,157,47,-0.12391431406409,5.25050346819399,4.41243858196961,6.27519678484832,"91616_DAStool_bin21","91616",108567430,"MOTE2F714","MOT","Top",2,"Free","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MOTE714",119
"43",0.688789055386864,0.459268058008834,0.0407319419911661,0.538632452196931,0.591350483902713,-0.332495950112459,183,26,-0.164772963135312,3.32862598635291,2.9201109447926,3.80367581433869,"91616_DAStool_bin34","91616",108567430,"MOTE2F714","MOT","Top",2,"Free","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MOTE714",119
"44",0.71512119312585,0.367181794791786,0.132818205208214,0.48635547183406,0.542779027065866,-0.401948510564367,90,33,-0.317518101227352,1.20851465787483,1.04698827905315,1.3991119967829,"91616_DAStool_bin35","91616",108567430,"MOTE2F714","MOT","Top",2,"Free","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MOTE714",119
"45",0.717766072135994,0.440563989144475,0.0594360108555255,0.542140931529794,0.535583879021525,-0.368098997804521,237,42,-0.340156229958421,2.76781481223868,2.42286148265205,3.16996551843623,"91616_DAStool_bin4","91616",108567430,"MOTE2F714","MOT","Top",2,"Free","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MOTE714",119
"46",0.546342037906426,0.681974375201235,0.181974375201235,0.440684365558409,0.523410487732771,-0.347502848032062,248,41,-0.0438117896203926,2.21576350344747,1.72809556763709,2.86690061750536,"91616_DAStool_bin46","91616",108567430,"MOTE2F714","MOT","Top",2,"Free","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MOTE714",119
"47",0.628081497108973,0.552960021101657,0.0529600211016568,0.516725132325952,0.5459524545018,-0.343560176274628,155,37,-0.150432591574514,3.87475846767839,3.41549710270661,4.40585953800866,"91616_DAStool_bin48","91616",108567430,"MOTE2F714","MOT","Top",2,"Free","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MOTE714",119
"48",0.562178913393151,0.696863109864395,0.196863109864395,0.430625786349583,0.54028406114205,-0.344864696917514,234,24,-0.040524705105716,1.67743718148334,1.29201417533193,2.1997432424158,"91616_DAStool_bin58","91616",108567430,"MOTE2F714","MOT","Top",2,"Free","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MOTE714",119
"49",0.527279288644189,0.6985924135394,0.1985924135394,0.387359500827765,0.529275754924981,-0.364150986405495,234,29,0.00377207204791439,1.15511951658369,0.81358202798624,1.67029520826091,"91617_DAStool_bin5","91617",91547508,"MOTE2P714","MOT","Top",2,"Particle","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MOTE714",117
"50",0.52304481136355,0.717034264528774,0.217034264528774,0.391874525033036,0.508236106809719,-0.233130449430533,257,44,-0.029137450793861,1.27141748491142,0.901029994202968,1.82597139169279,"91617_DAStool_bin59","91617",91547508,"MOTE2P714","MOT","Top",2,"Particle","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MOTE714",117
"51",0.55326782282858,0.697064846726332,0.197064846726332,0.399946547084485,0.518216409465181,-0.298837413912784,175,41,-0.0676385632009866,1.14408841264012,0.830904493405094,1.59937363355593,"91617_DAStool_bin6","91617",91547508,"MOTE2P714","MOT","Top",2,"Particle","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MOTE714",117
"52",0.591784133769446,0.372419641404612,0.127580358595388,0.538210646988493,0.534035448815462,-0.39426837686366,57,39,-0.108136426302926,7.89925290917849,6.56502844124342,9.55199821755557,"91617_DAStool_bin63","91617",91547508,"MOTE2P714","MOT","Top",2,"Particle","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MOTE714",117
"53",0.673001701002332,0.461429941246713,0.0385700587532868,0.547567435827376,0.586038278691072,-0.326178858775315,148,41,-0.148392051293124,4.43697780895295,3.79944758490199,5.19954102998027,"91617_DAStool_bin8","91617",91547508,"MOTE2P714","MOT","Top",2,"Particle","2014-07-22","July",2014,"DNA","Muskegon_Lake","Summer","MOTE714",117
"54",0.683906193499229,0.360039895417675,0.139960104582325,0.500203800848027,0.541362779958518,-0.413249223267676,134,35,-0.263304790831082,1.87869459591463,1.66604692689785,2.12288604038616,"91618_DAStool_bin111","91618",132055718,"MDPE2F914","MDP","Top",2,"Free","2014-09-24","September",2014,"DNA","Muskegon_Lake","Fall","MDPE914",119
"55",0.572494510846012,0.544269614724692,0.0442696147246919,0.539888925060105,0.541368170776129,-0.387517513808627,92,39,-0.0574956965520521,9.83483705799193,7.99152548862037,12.1795270353246,"91618_DAStool_bin126","91618",132055718,"MDPE2F914","MDP","Top",2,"Free","2014-09-24","September",2014,"DNA","Muskegon_Lake","Fall","MDPE914",119
"56",0.546943906103968,0.607178952345597,0.107178952345597,0.521667262323476,0.554980495226149,-0.320564237608383,206,35,0.014480849671854,8.90348429978187,7.32319754100065,10.885060455053,"91618_DAStool_bin155","91618",132055718,"MDPE2F914","MDP","Top",2,"Free","2014-09-24","September",2014,"DNA","Muskegon_Lake","Fall","MDPE914",119
"57",0.684708429990634,0.461716709762906,0.0382832902370936,0.532458495972154,0.586776750576939,-0.333454284496245,170,36,-0.16689768181409,3.11132438946769,2.7540210766408,3.52251861138171,"91618_DAStool_bin16","91618",132055718,"MDPE2F914","MDP","Top",2,"Free","2014-09-24","September",2014,"DNA","Muskegon_Lake","Fall","MDPE914",119
"58",0.624914690815991,0.426741195570763,0.0732588044292366,0.537097545295993,0.542791393444014,-0.38869602919957,156,43,-0.151298083138173,5.68069829894793,4.85735999586383,6.6671931991199,"91618_DAStool_bin160","91618",132055718,"MDPE2F914","MDP","Top",2,"Free","2014-09-24","September",2014,"DNA","Muskegon_Lake","Fall","MDPE914",119
"59",0.662273096151446,0.426906817341073,0.0730931826589266,0.554808752259008,0.55724222972947,-0.507347182200298,440,38,-0.188483321648048,5.54548502904709,4.63357637488441,6.66801819959027,"91618_DAStool_bin164","91618",132055718,"MDPE2F914","MDP","Top",2,"Free","2014-09-24","September",2014,"DNA","Muskegon_Lake","Fall","MDPE914",119
"60",0.72337956263451,0.382898217631294,0.117101782368706,0.514150710246668,0.551516216920825,-0.439862153438806,126,47,-0.311619750137571,1.71004057001042,1.52521332008607,1.92087450161725,"91618_DAStool_bin165","91618",132055718,"MDPE2F914","MDP","Top",2,"Free","2014-09-24","September",2014,"DNA","Muskegon_Lake","Fall","MDPE914",119
"61",0.667780655864269,0.4492751536513,0.0507248463486999,0.515519867844064,0.55759041209109,-0.373943904123306,90,46,-0.197618612845118,2.7183640423468,2.42913092391059,3.04757312870232,"91618_DAStool_bin17","91618",132055718,"MDPE2F914","MDP","Top",2,"Free","2014-09-24","September",2014,"DNA","Muskegon_Lake","Fall","MDPE914",119
"62",0.686434253637118,0.556951085077655,0.0569510850776547,0.589376942551009,0.595252874034279,-0.360805918775576,165,38,-0.153180914499184,8.33793218732794,6.27338594874156,11.2148840049088,"91618_DAStool_bin199","91618",132055718,"MDPE2F914","MDP","Top",2,"Free","2014-09-24","September",2014,"DNA","Muskegon_Lake","Fall","MDPE914",119
"63",0.665397061154765,0.519753002022057,0.0197530020220573,0.560809518018459,0.556808371921748,-0.34516100162538,157,12,-0.195019857295317,6.00112158593614,4.9328021775566,7.34173817417029,"91618_DAStool_bin23","91618",132055718,"MDPE2F914","MDP","Top",2,"Free","2014-09-24","September",2014,"DNA","Muskegon_Lake","Fall","MDPE914",119
"64",0.697141891194159,0.347190631291491,0.152809368708509,0.506846883125516,0.538471758287567,-0.412638161631825,79,35,-0.294667511275225,1.87553814661229,1.6722414812014,2.1075339589361,"91618_DAStool_bin28","91618",132055718,"MDPE2F914","MDP","Top",2,"Free","2014-09-24","September",2014,"DNA","Muskegon_Lake","Fall","MDPE914",119
"65",0.583499988074807,0.315904769318018,0.184095230681982,0.536830432912426,0.540891477304722,-0.567050629694957,75,29,-0.0787746018524918,8.33357196657383,6.89686259428873,10.122096430441,"91618_DAStool_bin29","91618",132055718,"MDPE2F914","MDP","Top",2,"Free","2014-09-24","September",2014,"DNA","Muskegon_Lake","Fall","MDPE914",119
"66",0.635394698191566,0.420300070208026,0.0796999297919742,0.545280902354251,0.531237728359327,-0.390089009739152,95,23,-0.196064707516007,5.97728920847656,5.04667906005312,7.10894369117871,"91618_DAStool_bin41","91618",132055718,"MDPE2F914","MDP","Top",2,"Free","2014-09-24","September",2014,"DNA","Muskegon_Lake","Fall","MDPE914",119
"67",0.578888909659238,0.37159692424298,0.12840307575702,0.529991728257091,0.531252852057088,-0.454496188675583,147,15,-0.0896673917470667,7.66084055150584,6.40766307658382,9.20160728806857,"91618_DAStool_bin43","91618",132055718,"MDPE2F914","MDP","Top",2,"Free","2014-09-24","September",2014,"DNA","Muskegon_Lake","Fall","MDPE914",119
"68",0.65968910261409,0.513214332042522,0.0132143320425223,0.522174189909181,0.560491292717124,-0.394331980870735,97,33,-0.176983676973962,3.24107130892465,2.88279300763418,3.65107471171225,"91618_DAStool_bin44","91618",132055718,"MDPE2F914","MDP","Top",2,"Free","2014-09-24","September",2014,"DNA","Muskegon_Lake","Fall","MDPE914",119
"69",0.662883481930215,0.679253056611528,0.179253056611528,0.571271891460754,0.547618935230081,-0.355708420704971,279,35,-0.210483128476384,7.43948202132707,5.89707728327,9.45969176031089,"91618_DAStool_bin50","91618",132055718,"MDPE2F914","MDP","Top",2,"Free","2014-09-24","September",2014,"DNA","Muskegon_Lake","Fall","MDPE914",119
"70",0.629026766460296,0.64672692326854,0.14672692326854,0.455600261070879,0.563500575921115,-0.321491678234017,123,45,-0.116284158950627,1.46400406644438,1.20123419778576,1.79444318909842,"91618_DAStool_bin52","91618",132055718,"MDPE2F914","MDP","Top",2,"Free","2014-09-24","September",2014,"DNA","Muskegon_Lake","Fall","MDPE914",119
"71",0.661045696491901,0.506364805938794,0.00636480593879374,0.53115366447074,0.554120915739718,-0.382248304880585,101,43,-0.192962903429562,3.72144502308162,3.27838649443774,4.23416660343414,"91618_DAStool_bin54","91618",132055718,"MDPE2F914","MDP","Top",2,"Free","2014-09-24","September",2014,"DNA","Muskegon_Lake","Fall","MDPE914",119
"72",0.637318794668832,0.330697023291299,0.169302976708701,0.519503707855599,0.542546007777852,-0.433296355257806,259,48,-0.174681567152524,3.75014391743621,3.31426714819327,4.25267950834072,"91618_DAStool_bin55","91618",132055718,"MDPE2F914","MDP","Top",2,"Free","2014-09-24","September",2014,"DNA","Muskegon_Lake","Fall","MDPE914",119
"73",0.59264539202426,0.378803546198395,0.121196453801605,0.533556149388266,0.533085512577,-0.431788619207759,53,27,-0.111726689324832,7.18492021024626,6.03944609545873,8.58511152291726,"91618_DAStool_bin56","91618",132055718,"MDPE2F914","MDP","Top",2,"Free","2014-09-24","September",2014,"DNA","Muskegon_Lake","Fall","MDPE914",119
"74",0.69034258521996,0.436689006517746,0.0633109934822536,0.564470196929894,0.594307819488556,-0.350509630687086,91,28,-0.161590950989084,5.10608446649415,4.20085016530163,6.24085583909282,"91618_DAStool_bin8","91618",132055718,"MDPE2F914","MDP","Top",2,"Free","2014-09-24","September",2014,"DNA","Muskegon_Lake","Fall","MDPE914",119
"75",0.612583525264656,0.421648002122845,0.0783519978771547,0.554256647709893,0.532306223009515,-0.391911303604677,161,41,-0.150810377157108,8.75212406912173,7.07880895983656,10.8922532706863,"91619_DAStool_bin10","91619",148020128,"MDPE2P914","MDP","Top",2,"Particle","2014-09-24","September",2014,"DNA","Muskegon_Lake","Fall","MDPE914",118
"76",0.635569916121741,0.67178005081272,0.17178005081272,0.477550016395996,0.566431501330639,-0.340159093637076,262,32,-0.122059621734817,1.93740262550525,1.65710144828288,2.27313157974222,"91619_DAStool_bin114","91619",148020128,"MDPE2P914","MDP","Top",2,"Particle","2014-09-24","September",2014,"DNA","Muskegon_Lake","Fall","MDPE914",118
"77",0.639954494457783,0.418026890700481,0.0819731092995185,0.542476813026823,0.546760874304018,-0.409080756051372,58,43,-0.170446761159333,5.4530367614751,4.64974260432743,6.41864956438061,"91619_DAStool_bin116","91619",148020128,"MDPE2P914","MDP","Top",2,"Particle","2014-09-24","September",2014,"DNA","Muskegon_Lake","Fall","MDPE914",118
"78",0.648626205570604,0.528497069763655,0.0284970697636547,0.527985572451545,0.553906272273841,-0.406750180248465,178,36,-0.171003539837035,3.92621607321195,3.45704712848507,4.46946972081212,"91619_DAStool_bin144","91619",148020128,"MDPE2P914","MDP","Top",2,"Particle","2014-09-24","September",2014,"DNA","Muskegon_Lake","Fall","MDPE914",118
"79",0.578772324060291,0.3437909053041,0.1562090946959,0.536002796502758,0.529426485482067,-0.434130040758602,96,35,-0.0932062145196463,8.58711366486077,7.08899534549715,10.4575556657692,"91619_DAStool_bin170","91619",148020128,"MDPE2P914","MDP","Top",2,"Particle","2014-09-24","September",2014,"DNA","Muskegon_Lake","Fall","MDPE914",118
"80",0.690318165548682,0.382358849193442,0.117641150806558,0.508780046064632,0.552291806978176,-0.436888666886227,124,34,-0.249915636673495,2.03837397144207,1.8206664646998,2.28630196188815,"91619_DAStool_bin18","91619",148020128,"MDPE2P914","MDP","Top",2,"Particle","2014-09-24","September",2014,"DNA","Muskegon_Lake","Fall","MDPE914",118
